,Links,DateTimeScraped,DateScraped,Price,Featured
0,https://www.rightmove.co.uk/properties/126730700#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,950000,0
1,https://www.rightmove.co.uk/properties/124149383#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,990000,0
2,https://www.rightmove.co.uk/properties/111885260#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,490000,0
3,https://www.rightmove.co.uk/properties/128650202#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,495000,0
4,https://www.rightmove.co.uk/properties/128759156#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,899950,0
5,https://www.rightmove.co.uk/properties/128578214#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1248000,0
6,https://www.rightmove.co.uk/properties/125347637#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,950000,0
7,https://www.rightmove.co.uk/properties/127925702#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1100000,0
8,https://www.rightmove.co.uk/properties/125188223#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,950000,0
9,https://www.rightmove.co.uk/properties/127605272#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,525000,0
10,https://www.rightmove.co.uk/properties/124441571#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,695000,0
11,https://www.rightmove.co.uk/properties/127127912#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,945000,0
12,https://www.rightmove.co.uk/properties/126813647#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1000000,0
13,https://www.rightmove.co.uk/properties/128649419#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1150000,0
14,https://www.rightmove.co.uk/properties/123282002#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,800000,0
15,https://www.rightmove.co.uk/properties/128717657#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,750000,0
16,https://www.rightmove.co.uk/properties/127529444#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,650000,0
