,Links,DateTimeScraped,DateScraped,Price,Featured
71,https://www.rightmove.co.uk/properties/128951672#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,1249500,0
29,https://www.rightmove.co.uk/properties/128899511#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,1450000,0
62,https://www.rightmove.co.uk/properties/128141159#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,925000,0
125,https://www.rightmove.co.uk/properties/128945093#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,1475000,0
144,https://www.rightmove.co.uk/properties/128824616#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,1500000,0
3,https://www.rightmove.co.uk/properties/129012050#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,1000000,0
96,https://www.rightmove.co.uk/properties/128917148#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,475000,0
145,https://www.rightmove.co.uk/properties/128815439#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,1160000,0
59,https://www.rightmove.co.uk/properties/127248920#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,850000,0
10,https://www.rightmove.co.uk/properties/126547709#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,799950,0
148,https://www.rightmove.co.uk/properties/128927597#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,650000,0
108,https://www.rightmove.co.uk/properties/127754618#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,525000,0
80,https://www.rightmove.co.uk/properties/128037164#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,1200000,0
23,https://www.rightmove.co.uk/properties/123426785#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,1525000,0
19,https://www.rightmove.co.uk/properties/128947184#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,850000,0
91,https://www.rightmove.co.uk/properties/128970788#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,550000,0
68,https://www.rightmove.co.uk/properties/128959169#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,825000,0
15,https://www.rightmove.co.uk/properties/128966762#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,800000,0
83,https://www.rightmove.co.uk/properties/85753578#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,550000,0
32,https://www.rightmove.co.uk/properties/128890523#/?channel=RES_BUY,2022-11-13 20:26:00,2022-11-13,2275000,0
